price,year,region,,,,,
1.23,2015,BuffaloRochester,,,,,
1.36,2015,BuffaloRochester,,,,,
1.29,2015,BuffaloRochester,,,,,
1.3,2015,BuffaloRochester,,,,,
1.33,2015,BuffaloRochester,,,,,
1.31,2015,BuffaloRochester,,,,,
1.54,2015,BuffaloRochester,,,,,
1.59,2015,BuffaloRochester,,,,,
1.56,2015,BuffaloRochester,,,,,
1.38,2015,BuffaloRochester,,,,,
1.49,2015,BuffaloRochester,,,,,
1.5,2015,BuffaloRochester,,,,,
1.47,2015,BuffaloRochester,,,,,
1.47,2015,BuffaloRochester,,,,,
1.39,2015,BuffaloRochester,,,,,
1.36,2015,BuffaloRochester,,,,,
1.45,2015,BuffaloRochester,,,,,
1.47,2015,BuffaloRochester,,,,,
1.36,2015,BuffaloRochester,,,,,
1.5,2015,BuffaloRochester,,,,,
1.34,2015,BuffaloRochester,,,,,
1.38,2015,BuffaloRochester,,,,,
1.4,2015,BuffaloRochester,,,,,
1.43,2015,BuffaloRochester,,,,,
1.35,2015,BuffaloRochester,,,,,
1.33,2015,BuffaloRochester,,,,,
1.42,2015,BuffaloRochester,,,,,
1.41,2015,BuffaloRochester,,,,,
1.42,2015,BuffaloRochester,,,,,
1.42,2015,BuffaloRochester,,,,,
1.44,2015,BuffaloRochester,,,,,
1.39,2015,BuffaloRochester,,,,,
1.4,2015,BuffaloRochester,,,,,
1.47,2015,BuffaloRochester,,,,,
1.35,2015,BuffaloRochester,,,,,
1.43,2015,BuffaloRochester,,,,,
1.41,2015,BuffaloRochester,,,,,
1.44,2015,BuffaloRochester,,,,,
1.36,2015,BuffaloRochester,,,,,
1.33,2015,BuffaloRochester,,,,,
1.5,2015,BuffaloRochester,,,,,
1.52,2015,BuffaloRochester,,,,,
1.54,2015,BuffaloRochester,,,,,
1.4,2015,BuffaloRochester,,,,,
0.9,2015,California,,,,,
0.94,2015,California,,,,,
0.87,2015,California,,,,,
0.78,2015,California,,,,,
0.91,2015,California,,,,,
0.92,2015,California,,,,,
0.83,2015,California,,,,,
0.98,2015,California,,,,,
0.95,2015,California,,,,,
1.12,2015,California,,,,,
1.07,2015,California,,,,,
1.08,2015,California,,,,,
1.02,2015,California,,,,,
1.04,2015,California,,,,,
1.14,2015,California,,,,,
1.13,2015,California,,,,,
1.09,2015,California,,,,,
1.08,2015,California,,,,,
1.18,2015,California,,,,,
1.11,2015,California,,,,,
1.1,2015,California,,,,,
1.16,2015,California,,,,,
1.13,2015,California,,,,,
1.18,2015,California,,,,,
1.13,2015,California,,,,,
1.12,2015,California,,,,,
1.1,2015,California,,,,,
1.07,2015,California,,,,,
0.97,2015,California,,,,,
0.98,2015,California,,,,,
0.98,2015,California,,,,,
1.1,2015,California,,,,,
1.08,2015,California,,,,,
0.93,2015,California,,,,,
0.88,2015,California,,,,,
1.15,2015,California,,,,,
1.05,2015,California,,,,,
1.06,2015,California,,,,,
1.12,2015,California,,,,,
1.1,2015,California,,,,,
1.06,2015,California,,,,,
1.06,2015,California,,,,,
0.96,2015,California,,,,,
0.84,2015,California,,,,,
0.96,2015,California,,,,,
0.96,2015,California,,,,,
0.91,2015,California,,,,,
0.85,2015,California,,,,,
1.06,2015,California,,,,,
1.02,2015,California,,,,,
0.92,2015,California,,,,,
0.93,2015,California,,,,,
0.96,2015,Charlotte,,,,,
0.98,2015,Charlotte,,,,,
0.95,2015,Charlotte,,,,,
0.99,2015,Charlotte,,,,,
0.95,2015,Charlotte,,,,,
1,2015,Charlotte,,,,,
1.01,2015,Charlotte,,,,,
1.03,2015,Charlotte,,,,,
1.11,2015,Charlotte,,,,,
1.27,2015,Charlotte,,,,,
1.26,2015,Charlotte,,,,,
1.14,2015,Charlotte,,,,,
1.22,2015,Charlotte,,,,,
1.09,2015,Charlotte,,,,,
1.2,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
1.01,2015,Charlotte,,,,,
1.2,2015,Charlotte,,,,,
1.15,2015,Charlotte,,,,,
1.24,2015,Charlotte,,,,,
1.21,2015,Charlotte,,,,,
1.24,2015,Charlotte,,,,,
1.23,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
1.18,2015,Charlotte,,,,,
1.18,2015,Charlotte,,,,,
1.17,2015,Charlotte,,,,,
1.17,2015,Charlotte,,,,,
1.15,2015,Charlotte,,,,,
1.15,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
1.2,2015,Charlotte,,,,,
1.21,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
1,2015,Charlotte,,,,,
1.2,2015,Charlotte,,,,,
1.18,2015,Charlotte,,,,,
1.17,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
1.23,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
1.25,2015,Charlotte,,,,,
1.18,2015,Charlotte,,,,,
1.08,2015,Charlotte,,,,,
1.22,2015,Charlotte,,,,,
1.17,2015,Charlotte,,,,,
0.98,2015,Charlotte,,,,,
1.18,2015,Charlotte,,,,,
1.25,2015,Charlotte,,,,,
1.26,2015,Charlotte,,,,,
1.19,2015,Charlotte,,,,,
0.93,2015,Chicago,,,,,
0.91,2015,Chicago,,,,,
1.07,2015,Chicago,,,,,
1.14,2015,Chicago,,,,,
1.11,2015,Chicago,,,,,
0.94,2015,Chicago,,,,,
1.17,2015,Chicago,,,,,
1.01,2015,Chicago,,,,,
1,2015,Chicago,,,,,
1.12,2015,Chicago,,,,,
1.15,2015,Chicago,,,,,
1.08,2015,Chicago,,,,,
1.18,2015,Chicago,,,,,
1.15,2015,Chicago,,,,,
1.19,2015,Chicago,,,,,
1.19,2015,Chicago,,,,,
1.11,2015,Chicago,,,,,
1.12,2015,Chicago,,,,,
1.2,2015,Chicago,,,,,
1.16,2015,Chicago,,,,,
1.25,2015,Chicago,,,,,
1.27,2015,Chicago,,,,,
1.12,2015,Chicago,,,,,
1.24,2015,Chicago,,,,,
1.26,2015,Chicago,,,,,
1.24,2015,Chicago,,,,,
1.21,2015,Chicago,,,,,
1.24,2015,Chicago,,,,,
1.21,2015,Chicago,,,,,
1.24,2015,Chicago,,,,,
1.26,2015,Chicago,,,,,
1.23,2015,Chicago,,,,,
1.23,2015,Chicago,,,,,
1.23,2015,Chicago,,,,,
1.04,2015,Chicago,,,,,
1.24,2015,Chicago,,,,,
1.24,2015,Chicago,,,,,
1.24,2015,Chicago,,,,,
1.27,2015,Chicago,,,,,
1.22,2015,Chicago,,,,,
1.21,2015,Chicago,,,,,
1.09,2015,Chicago,,,,,
1.18,2015,Chicago,,,,,
1.09,2015,Chicago,,,,,
1.18,2015,Chicago,,,,,
1.17,2015,Chicago,,,,,
1.13,2015,Chicago,,,,,
0.91,2015,Chicago,,,,,
1.22,2015,Chicago,,,,,
1.14,2015,Chicago,,,,,
1.15,2015,Chicago,,,,,
1.11,2015,Chicago,,,,,
0.87,2015,CincinnatiDayton,,,,,
0.85,2015,CincinnatiDayton,,,,,
0.79,2015,CincinnatiDayton,,,,,
0.83,2015,CincinnatiDayton,,,,,
0.88,2015,CincinnatiDayton,,,,,
0.89,2015,CincinnatiDayton,,,,,
0.88,2015,CincinnatiDayton,,,,,
0.87,2015,CincinnatiDayton,,,,,
0.93,2015,CincinnatiDayton,,,,,
1.01,2015,CincinnatiDayton,,,,,
0.98,2015,CincinnatiDayton,,,,,
0.91,2015,CincinnatiDayton,,,,,
0.93,2015,CincinnatiDayton,,,,,
1.08,2015,CincinnatiDayton,,,,,
1.05,2015,CincinnatiDayton,,,,,
1.05,2015,CincinnatiDayton,,,,,
1.02,2015,CincinnatiDayton,,,,,
1.01,2015,CincinnatiDayton,,,,,
1.05,2015,CincinnatiDayton,,,,,
1.01,2015,CincinnatiDayton,,,,,
1.08,2015,CincinnatiDayton,,,,,
1.09,2015,CincinnatiDayton,,,,,
1.03,2015,CincinnatiDayton,,,,,
1.06,2015,CincinnatiDayton,,,,,
1.03,2015,CincinnatiDayton,,,,,
1.03,2015,CincinnatiDayton,,,,,
1.01,2015,CincinnatiDayton,,,,,
1.02,2015,CincinnatiDayton,,,,,
1.05,2015,CincinnatiDayton,,,,,
1.07,2015,CincinnatiDayton,,,,,
1.06,2015,CincinnatiDayton,,,,,
1.1,2015,CincinnatiDayton,,,,,
1.04,2015,CincinnatiDayton,,,,,
1.06,2015,CincinnatiDayton,,,,,
1.08,2015,CincinnatiDayton,,,,,
1.06,2015,CincinnatiDayton,,,,,
1.02,2015,CincinnatiDayton,,,,,
1.02,2015,CincinnatiDayton,,,,,
1.06,2015,CincinnatiDayton,,,,,
0.95,2015,CincinnatiDayton,,,,,
0.98,2015,CincinnatiDayton,,,,,
0.94,2015,CincinnatiDayton,,,,,
0.87,2015,CincinnatiDayton,,,,,
0.89,2015,CincinnatiDayton,,,,,
0.93,2015,CincinnatiDayton,,,,,
0.94,2015,CincinnatiDayton,,,,,
0.93,2015,CincinnatiDayton,,,,,
0.86,2015,CincinnatiDayton,,,,,
0.93,2015,CincinnatiDayton,,,,,
0.93,2015,CincinnatiDayton,,,,,
0.92,2015,CincinnatiDayton,,,,,
0.88,2015,CincinnatiDayton,,,,,
0.99,2015,Columbus,,,,,
1.03,2015,Columbus,,,,,
1.03,2015,Columbus,,,,,
0.99,2015,Columbus,,,,,
1.03,2015,Columbus,,,,,
1.04,2015,Columbus,,,,,
0.99,2015,Columbus,,,,,
0.95,2015,Columbus,,,,,
0.99,2015,Columbus,,,,,
1.04,2015,Columbus,,,,,
0.98,2015,Columbus,,,,,
0.9,2015,Columbus,,,,,
0.93,2015,Columbus,,,,,
1.02,2015,Columbus,,,,,
1,2015,Columbus,,,,,
1.02,2015,Columbus,,,,,
1.04,2015,Columbus,,,,,
1.03,2015,Columbus,,,,,
1.08,2015,Columbus,,,,,
1.03,2015,Columbus,,,,,
1,2015,Columbus,,,,,
1.05,2015,Columbus,,,,,
1.02,2015,Columbus,,,,,
1.05,2015,Columbus,,,,,
1.04,2015,Columbus,,,,,
0.98,2015,Columbus,,,,,
0.94,2015,Columbus,,,,,
0.99,2015,Columbus,,,,,
1.01,2015,Columbus,,,,,
1.03,2015,Columbus,,,,,
1.1,2015,Columbus,,,,,
1.01,2015,Columbus,,,,,
1,2015,Columbus,,,,,
1.1,2015,Columbus,,,,,
0.99,2015,Columbus,,,,,
1.02,2015,Columbus,,,,,
1,2015,Columbus,,,,,
1.07,2015,Columbus,,,,,
1.09,2015,Columbus,,,,,
0.96,2015,Columbus,,,,,
0.94,2015,Columbus,,,,,
1.01,2015,Columbus,,,,,
0.95,2015,Columbus,,,,,
1.03,2015,Columbus,,,,,
1.09,2015,Columbus,,,,,
1.05,2015,Columbus,,,,,
0.96,2015,Columbus,,,,,
0.87,2015,Columbus,,,,,
1.08,2015,Columbus,,,,,
1.02,2015,Columbus,,,,,
0.97,2015,Columbus,,,,,
0.89,2015,Columbus,,,,,
0.8,2015,DallasFtWorth,,,,,
0.82,2015,DallasFtWorth,,,,,
0.79,2015,DallasFtWorth,,,,,
0.74,2015,DallasFtWorth,,,,,
0.8,2015,DallasFtWorth,,,,,
0.78,2015,DallasFtWorth,,,,,
0.71,2015,DallasFtWorth,,,,,
0.8,2015,DallasFtWorth,,,,,
0.78,2015,DallasFtWorth,,,,,
0.86,2015,DallasFtWorth,,,,,
0.83,2015,DallasFtWorth,,,,,
0.81,2015,DallasFtWorth,,,,,
0.82,2015,DallasFtWorth,,,,,
0.84,2015,DallasFtWorth,,,,,
0.77,2015,DallasFtWorth,,,,,
0.86,2015,DallasFtWorth,,,,,
0.84,2015,DallasFtWorth,,,,,
0.82,2015,DallasFtWorth,,,,,
0.85,2015,DallasFtWorth,,,,,
0.88,2015,DallasFtWorth,,,,,
0.85,2015,DallasFtWorth,,,,,
0.87,2015,DallasFtWorth,,,,,
0.8,2015,DallasFtWorth,,,,,
0.82,2015,DallasFtWorth,,,,,
0.82,2015,DallasFtWorth,,,,,
0.83,2015,DallasFtWorth,,,,,
0.77,2015,DallasFtWorth,,,,,
0.75,2015,DallasFtWorth,,,,,
0.65,2015,DallasFtWorth,,,,,
0.73,2015,DallasFtWorth,,,,,
0.68,2015,DallasFtWorth,,,,,
0.81,2015,DallasFtWorth,,,,,
0.73,2015,DallasFtWorth,,,,,
0.75,2015,DallasFtWorth,,,,,
0.77,2015,DallasFtWorth,,,,,
0.81,2015,DallasFtWorth,,,,,
0.8,2015,DallasFtWorth,,,,,
0.72,2015,DallasFtWorth,,,,,
0.77,2015,DallasFtWorth,,,,,
0.79,2015,DallasFtWorth,,,,,
0.67,2015,DallasFtWorth,,,,,
0.72,2015,DallasFtWorth,,,,,
0.75,2015,DallasFtWorth,,,,,
0.82,2015,DallasFtWorth,,,,,
0.8,2015,DallasFtWorth,,,,,
0.77,2015,DallasFtWorth,,,,,
0.67,2015,DallasFtWorth,,,,,
0.68,2015,DallasFtWorth,,,,,
0.8,2015,DallasFtWorth,,,,,
0.76,2015,DallasFtWorth,,,,,
0.76,2015,DallasFtWorth,,,,,
0.74,2015,DallasFtWorth,,,,,
0.98,2015,Denver,,,,,
1.05,2015,Denver,,,,,
0.83,2015,Denver,,,,,
0.76,2015,Denver,,,,,
1.12,2015,Denver,,,,,
0.85,2015,Denver,,,,,
0.82,2015,Denver,,,,,
0.93,2015,Denver,,,,,
0.82,2015,Denver,,,,,
0.93,2015,Denver,,,,,
0.87,2015,Denver,,,,,
0.9,2015,Denver,,,,,
1.02,2015,Denver,,,,,
0.97,2015,Denver,,,,,
0.98,2015,Denver,,,,,
1.01,2015,Denver,,,,,
1.09,2015,Denver,,,,,
1.14,2015,Denver,,,,,
1.2,2015,Denver,,,,,
1.17,2015,Denver,,,,,
1.09,2015,Denver,,,,,
1.05,2015,Denver,,,,,
1.18,2015,Denver,,,,,
1.1,2015,Denver,,,,,
1.18,2015,Denver,,,,,
1.19,2015,Denver,,,,,
1.2,2015,Denver,,,,,
1.16,2015,Denver,,,,,
1.16,2015,Denver,,,,,
1.11,2015,Denver,,,,,
1.26,2015,Denver,,,,,
1.16,2015,Denver,,,,,
1.21,2015,Denver,,,,,
1.08,2015,Denver,,,,,
1.01,2015,Denver,,,,,
1.19,2015,Denver,,,,,
1.08,2015,Denver,,,,,
1.05,2015,Denver,,,,,
1.19,2015,Denver,,,,,
1.11,2015,Denver,,,,,
1.15,2015,Denver,,,,,
1.03,2015,Denver,,,,,
1.03,2015,Denver,,,,,
1.03,2015,Denver,,,,,
1,2015,Denver,,,,,
1.12,2015,Denver,,,,,
0.95,2015,Denver,,,,,
0.93,2015,Denver,,,,,
1.02,2015,Denver,,,,,
0.99,2015,Denver,,,,,
1.09,2015,Denver,,,,,
0.99,2015,Denver,,,,,
1.08,2015,Detroit,,,,,
1.1,2015,Detroit,,,,,
1.05,2015,Detroit,,,,,
0.98,2015,Detroit,,,,,
1.11,2015,Detroit,,,,,
1.09,2015,Detroit,,,,,
1.1,2015,Detroit,,,,,
1.03,2015,Detroit,,,,,
1.04,2015,Detroit,,,,,
1.17,2015,Detroit,,,,,
0.97,2015,Detroit,,,,,
0.99,2015,Detroit,,,,,
1.1,2015,Detroit,,,,,
1.17,2015,Detroit,,,,,
1,2015,Detroit,,,,,
1.03,2015,Detroit,,,,,
1.09,2015,Detroit,,,,,
0.96,2015,Detroit,,,,,
1.11,2015,Detroit,,,,,
0.97,2015,Detroit,,,,,
1.07,2015,Detroit,,,,,
1.04,2015,Detroit,,,,,
0.99,2015,Detroit,,,,,
1.04,2015,Detroit,,,,,
1.02,2015,Detroit,,,,,
1.06,2015,Detroit,,,,,
1,2015,Detroit,,,,,
0.97,2015,Detroit,,,,,
1.04,2015,Detroit,,,,,
0.97,2015,Detroit,,,,,
1.09,2015,Detroit,,,,,
1.03,2015,Detroit,,,,,
0.95,2015,Detroit,,,,,
1.11,2015,Detroit,,,,,
1.06,2015,Detroit,,,,,
1.01,2015,Detroit,,,,,
0.96,2015,Detroit,,,,,
1.02,2015,Detroit,,,,,
1.11,2015,Detroit,,,,,
0.97,2015,Detroit,,,,,
0.97,2015,Detroit,,,,,
1.13,2015,Detroit,,,,,
1.01,2015,Detroit,,,,,
0.97,2015,Detroit,,,,,
1.15,2015,Detroit,,,,,
1.16,2015,Detroit,,,,,
1.11,2015,Detroit,,,,,
0.92,2015,Detroit,,,,,
1.19,2015,Detroit,,,,,
1.1,2015,Detroit,,,,,
1.08,2015,Detroit,,,,,
1.01,2015,Detroit,,,,,
1.13,2015,GrandRapids,,,,,
1.13,2015,GrandRapids,,,,,
1.24,2015,GrandRapids,,,,,
0.93,2015,GrandRapids,,,,,
1.12,2015,GrandRapids,,,,,
1.11,2015,GrandRapids,,,,,
1.2,2015,GrandRapids,,,,,
0.93,2015,GrandRapids,,,,,
0.91,2015,GrandRapids,,,,,
1.14,2015,GrandRapids,,,,,
0.94,2015,GrandRapids,,,,,
0.97,2015,GrandRapids,,,,,
0.99,2015,GrandRapids,,,,,
1.15,2015,GrandRapids,,,,,
0.88,2015,GrandRapids,,,,,
0.95,2015,GrandRapids,,,,,
1.09,2015,GrandRapids,,,,,
0.91,2015,GrandRapids,,,,,
1.28,2015,GrandRapids,,,,,
0.89,2015,GrandRapids,,,,,
1.08,2015,GrandRapids,,,,,
1.05,2015,GrandRapids,,,,,
1.12,2015,GrandRapids,,,,,
1.05,2015,GrandRapids,,,,,
1.19,2015,GrandRapids,,,,,
1.16,2015,GrandRapids,,,,,
1.1,2015,GrandRapids,,,,,
0.96,2015,GrandRapids,,,,,
1.07,2015,GrandRapids,,,,,
1.14,2015,GrandRapids,,,,,
1.31,2015,GrandRapids,,,,,
1.3,2015,GrandRapids,,,,,
0.97,2015,GrandRapids,,,,,
1.36,2015,GrandRapids,,,,,
1.06,2015,GrandRapids,,,,,
1.09,2015,GrandRapids,,,,,
0.93,2015,GrandRapids,,,,,
1.13,2015,GrandRapids,,,,,
1.22,2015,GrandRapids,,,,,
1.11,2015,GrandRapids,,,,,
0.91,2015,GrandRapids,,,,,
1.35,2015,GrandRapids,,,,,
1.08,2015,GrandRapids,,,,,
0.95,2015,GrandRapids,,,,,
1.31,2015,GrandRapids,,,,,
1.21,2015,GrandRapids,,,,,
1.24,2015,GrandRapids,,,,,
0.94,2015,GrandRapids,,,,,
1.19,2015,GrandRapids,,,,,
1.07,2015,GrandRapids,,,,,
